Feature,IC_Original,Abs_IC_Original
買超第3名分點前16天賣金額(千),0.032101216300538596,0.032101216300538596
賣超第6名分點前8天買金額(千),0.032093706489660444,0.032093706489660444
個股主力買賣超統計_近10日主力買賣超(%),0.0320909784906099,0.0320909784906099
買超第11名分點前6天賣均值(千),0.03208608744611137,0.03208608744611137
買超第8名分點前8天賣均價,0.032070695182030304,0.032070695182030304
買超第11名分點前5天賣均值(千),0.03206554845468742,0.03206554845468742
賣超第5名分點前7天買均價,0.03206275622345669,0.03206275622345669
買超第1名分點前13天賣均價,0.032056680142820516,0.032056680142820516
買超第3名分點前3天買均價,0.032051385583518166,0.032051385583518166
買超第10名分點前3天買均價,0.032049449801157426,0.032049449801157426
賣超第2名分點前15天買均值(千),0.032047129776468966,0.032047129776468966
賣超第3名分點前10天買均價,0.03204485414365501,0.03204485414365501
買超第4名分點前17天賣均張,0.0320430376852443,0.0320430376852443
買超第6名分點前13天賣金額(千),0.032033805048443796,0.032033805048443796
買超第13名分點前6天賣均值(千),0.032033362818161173,0.032033362818161173
買超第3名分點前16天賣張,0.03202491072842118,0.03202491072842118
買超第2名分點前9天賣均價,0.032018741876603286,0.032018741876603286
賣超第8名分點前6天買均值(千),0.03201811183839654,0.03201811183839654
賣超第6名分點前6天買均價,0.0320139652484308,0.0320139652484308
